,,,,,Roughness_Overflow,Roughness_Absolute,Roughness_Square,Roughness_Overflow_Overflow,Roughness_Overflow_Absolute,Roughness_Overflow_Square,Roughness_Absolute_Overflow,Roughness_Absolute_Absolute,Roughness_Absolute_Square,Roughness_Square_Overflow,Roughness_Square_Absolute,Roughness_Square_Square,Opacity,Blue,Green,Red,Corner Count,Corner Proportion,Horizontal Thickness,Vertical Thickness,Average Thickness,
Animal,Alpaca,White Alpaca,"White Alpaca 6 i=7, j= 1","White Alpaca 6 i=7, j= 1 Mask 2.JPG",103.9049794,1.670447849,8.477214693,103.8516991,37.60435082,131.7783343,59.47996464,0.139068945,0.349194657,100.6037124,3.072284423,28.73462974,53.43351904,159.552713,185.8628038,207.4797938,4,0.000196415,45.29093622,53.45586966,49.37340294,0
Animal,Alpaca,White Alpaca,"White Alpaca 7 i=7, j= 1","White Alpaca 7 i=7, j= 1 Mask 2.JPG",103.9049794,1.670447849,8.477214693,103.8516991,37.60435082,131.7783343,59.47996464,0.139068945,0.349194657,100.6037124,3.072284423,28.73462974,53.43351904,159.552713,185.8628038,207.4797938,4,0.000196415,45.29093622,53.45586966,49.37340294,0
Animal,Alpaca,White Alpaca,"White Alpaca 8 i=6, j= 2","White Alpaca 8 i=6, j= 2 Mask 0.JPG",101.0954522,1.676589447,9.420456486,106.5930332,41.34481188,129.0901019,60.98116,0.198360749,0.525755592,97.36763618,3.809095566,33.51607946,62.6593627,161.0972681,187.5000569,211.6649402,35,0.001992032,47.74184783,42.39184562,45.06684672,1
Animal,Alpaca,White Alpaca,"White Alpaca 9 i=6, j= 2","White Alpaca 9 i=6, j= 2 Mask 0.JPG",101.0954522,1.676589447,9.420456486,106.5930332,41.34481188,129.0901019,60.98116,0.198360749,0.525755592,97.36763618,3.809095566,33.51607946,62.6593627,161.0972681,187.5000569,211.6649402,35,0.001992032,47.74184783,42.39184562,45.06684672,1
Animal,Silk,Pink Silk,"Pink Silk 0 i=3, j= 3","Pink Silk 0 i=3, j= 3 Mask 1.jpg",107.499863,2.71369863,20.79753425,106.7255479,35.16054795,130.5377397,74.82506849,0.529794521,2.009452055,109.2980822,10.30068493,59.45910959,32.05083919,161.3401822,182.87857,218.6731731,19,0.001301281,29.2,29.04204628,29.12102314,1
Animal,Silk,Pink Silk,"Pink Silk 10 i=2, j= 4","Pink Silk 10 i=2, j= 4 Mask 3.jpg",105.6882032,1.926869623,10.92480146,106.033587,37.95094308,131.3114659,64.51414626,0.218481138,0.55716413,103.8213931,4.303275976,40.70325943,41.72756003,154.5651419,166.6818595,183.0823889,5,0.000413599,33.48476454,26.94293039,30.21384747,1
Animal,Silk,Pink Silk,"Pink Silk 10 i=5, j= 3","Pink Silk 10 i=5, j= 3 Mask 2.jpg",94.67097548,0.950692964,3.551972281,100.2278785,39.41751066,133.8355544,43.57849147,0.03478145,0.088619403,79.42817164,1.183768657,7.464418977,45.45782258,180.7688208,200.6469021,233.3489674,1,0.000133245,20.7867036,12.00609277,16.39639819,0
Animal,Silk,Pink Silk,"Pink Silk 10 i=6, j= 3","Pink Silk 10 i=6, j= 3 Mask 4.jpg",100.9062856,1.372124801,6.016055568,100.5701435,35.21270781,132.7310408,52.96857208,0.089273514,0.212138465,90.9751765,2.114210886,16.68947848,53.60842881,174.7735398,194.7758169,223.2541273,0,0,24.19283747,16.58567362,20.38925554,1
Animal,Silk,Pink Silk,"Pink Silk 10 i=7, j= 3","Pink Silk 10 i=7, j= 3 Mask 0.jpg",102.6466509,1.648639931,9.043866251,105.1706268,39.38662509,132.5722503,60.63245888,0.179335555,0.444360821,96.79744114,3.558112031,33.92602946,72.25369373,159.2073322,170.0161264,194.6070526,18,0.000967586,21.98689905,31.47036861,26.72863383,0
Animal,Silk,Pink Silk,"Pink Silk 11 i=3, j= 4","Pink Silk 11 i=3, j= 4 Mask 1.jpg",101.3748166,1.307742461,5.458598207,101.5315403,36.86267319,133.5527302,51.18158109,0.054278729,0.143113284,92.79136104,1.82404238,12.99266504,68.1632169,158.855513,171.8330209,191.1756988,25,0.002037324,36.4137942,29.81966645,33.11673033,0
Animal,Silk,Pink Silk,"Pink Silk 12 i=1, j= 3","Pink Silk 12 i=1, j= 3 Mask 0.jpg",104.1751316,1.500764396,6.805928317,103.0646339,36.10098522,134.4390182,55.17598098,0.089349414,0.236453202,97.40980126,2.446067607,18.43196874,42.82088484,145.595414,156.8987686,170.5969427,34,0.002887473,33.07303371,29.36094415,31.21698893,0
Animal,Silk,Pink Silk,"Pink Silk 12 i=2, j= 4","Pink Silk 12 i=2, j= 4 Mask 1.jpg",102.7703973,1.582520906,7.894146194,103.7677109,37.38355215,134.1008709,57.7492959,0.126868582,0.313271806,97.24238485,2.908054942,25.45604229,48.70143863,153.4684575,165.5712305,182.8386482,4,0.00017331,34.96818182,28.17151411,31.56984796,0
Animal,Silk,Pink Silk,"Pink Silk 12 i=3, j= 3","Pink Silk 12 i=3, j= 3 Mask 1.jpg",95.93016402,1.143644285,4.90786776,101.8863403,38.75896976,133.3380318,47.90825218,0.059841107,0.148385443,85.66132752,1.685802153,13.02806253,48.39054146,171.4340807,189.1556694,215.0101217,0,0,31.07290787,40.22093869,35.64692328,1
Animal,Silk,Pink Silk,"Pink Silk 12 i=5, j= 2","Pink Silk 12 i=5, j= 2 Mask 1.jpg",97.96915934,1.149781684,4.611230863,100.6947438,37.43840159,134.3128834,47.34626651,0.041507765,0.113027138,86.53186315,1.487868236,10.33139888,42.8262916,177.7143805,196.2346082,229.3383995,0,0,29.44523037,31.87637109,30.66080073,0
Animal,Silk,Pink Silk,"Pink Silk 12 i=6, j= 2","Pink Silk 12 i=6, j= 2 Mask 2.jpg",104.5765612,1.650720576,7.943554844,102.9518615,35.37980384,132.9398519,59.56635308,0.115092074,0.291032826,100.6685348,2.834267414,25.08817054,61.82040362,169.8174722,188.4141899,212.6829781,8,0.00080056,33.21393473,29.29370231,31.25381852,0
Animal,Silk,Pink Silk,"Pink Silk 12 i=6, j= 4","Pink Silk 12 i=6, j= 4 Mask 5.jpg",99.07340233,1.036807852,3.670969807,102.5396351,39.00426758,133.804865,45.88082791,0.03350048,0.079803691,87.55894591,1.197695508,6.908033714,66.34208277,165.6413484,178.2439727,203.5625133,0,0,25.53950954,17.21845915,21.37898434,0
Animal,Silk,Pink Silk,"Pink Silk 12 i=7, j= 3","Pink Silk 12 i=7, j= 3 Mask 2.jpg",102.1234019,1.306361085,5.287652011,101.9130808,35.71733708,134.6470221,50.73394138,0.052151543,0.132366698,92.73316183,1.722793888,12.21640162,57.60353389,162.796009,176.7862655,200.7972562,23,0.001792813,34.208,25.71625595,29.96212797,1
Animal,Silk,Pink Silk,"Pink Silk 13 i=3, j= 1","Pink Silk 13 i=3, j= 1 Mask 3.jpg",107.983286,2.501677852,18.15752452,108.160493,36.88222767,128.8655137,71.14629582,0.391649458,1.177723283,107.9639262,7.758518327,55.56272586,56.19156858,144.4011744,161.012454,178.4323417,3,0.000193586,23.51793947,30.34187246,26.92990597,1
Animal,Silk,Pink Silk,"Pink Silk 13 i=4, j= 2","Pink Silk 13 i=4, j= 2 Mask 4.jpg",99.54195535,1.335346716,5.977912003,103.0476698,38.20879967,133.0653165,53.02925327,0.08266714,0.211346006,92.37389708,2.157103097,16.76905312,39.44956457,171.3022856,192.4968617,222.5028423,1,5.92E-05,42.86040609,40.38804559,41.62422584,1
Animal,Silk,Pink Silk,"Pink Silk 13 i=7, j= 2","Pink Silk 13 i=7, j= 2 Mask 2.jpg",108.4800432,2.614252453,20.06419425,109.1734575,37.4802927,131.080326,71.70572094,0.422667554,1.423748545,108.7487943,8.931731249,52.49850324,109.7489133,135.0371664,142.3225243,159.8684626,0,0,45.24088055,49.20098203,47.22093129,1
Animal,Silk,Pink Silk,"Pink Silk 13 i=7, j= 3","Pink Silk 13 i=7, j= 3 Mask 3.jpg",103.2297071,1.837656574,10.12910543,104.1258507,35.59601539,132.4288391,60.04596114,0.180984318,0.466120919,100.5015288,3.863694644,31.58210869,40.05416365,156.0496055,166.9931953,201.4364892,0,0,28.64124294,23.81272943,26.22698618,1
Animal,Silk,Pink Silk,"Pink Silk 14 i=3, j= 3","Pink Silk 14 i=3, j= 3 Mask 2.jpg",97.64101703,1.325268817,6.064516129,102.1918683,38.46516577,134.797043,52.98196685,0.092517921,0.226366487,89.96875,2.193212366,19.57862903,48.99935031,167.0247508,179.2933139,216.6130586,0,0,24.93854749,51.07843137,38.00848943,1
Animal,Silk,Pink Silk,"Pink Silk 14 i=4, j= 4","Pink Silk 14 i=4, j= 4 Mask 0.jpg",104.7374256,1.743260591,9.346014704,103.1552106,36.03395962,131.378924,61.15311005,0.187186369,0.452794959,99.28743144,3.610689695,31.9575213,63.25024381,163.6143524,174.8393232,207.7063011,1,0.000116686,23.41256831,18.64125172,21.02691001,1
Animal,Silk,Pink Silk,"Pink Silk 14 i=5, j= 1","Pink Silk 14 i=5, j= 1 Mask 5.jpg",99.14555203,1.413721207,7.572676728,104.8092732,39.41620334,135.1791104,54.21763304,0.15567911,0.674940429,91.00397141,3.3375695,19.16461477,44.90660514,154.5214931,174.4664946,190.744664,0,0,27.14824798,33.66227704,30.40526251,1
Animal,Silk,Pink Silk,"Pink Silk 14 i=6, j= 1","Pink Silk 14 i=6, j= 1 Mask 2.jpg",102.3068922,1.526686279,7.196679975,102.9828746,35.90292078,132.6352175,57.74942215,0.133956714,0.321601177,97.05316243,2.78083631,23.84135323,10.89977205,160.3103267,177.0541023,198.3258746,0,0,25.44919786,16.44509855,20.94714821,0
Animal,Silk,Pink Silk,"Pink Silk 14 i=7, j= 4","Pink Silk 14 i=7, j= 4 Mask 4.jpg",103.7602028,1.648167403,8.502339485,103.7537042,36.99012217,131.1349103,59.87288796,0.15063686,0.42240707,98.84559397,3.321939173,25.04328048,32.99783778,150.9935023,157.9680312,186.1157895,1,0.000129955,22.04584527,18.12307173,20.0844585,0
Animal,Silk,Pink Silk,"Pink Silk 15 i=2, j= 4","Pink Silk 15 i=2, j= 4 Mask 2.jpg",103.9121427,2.552273163,20.52359486,105.6339919,36.33061577,129.6759064,68.50498753,0.504507961,2.044887781,104.8337809,10.42806445,47.53376175,26.48409068,161.3809341,169.7184233,190.9601995,3,0.000287715,30.22028986,23.88259773,27.05144379,0
Animal,Silk,Pink Silk,"Pink Silk 15 i=3, j= 4","Pink Silk 15 i=3, j= 4 Mask 2.jpg",101.6664673,2.050760554,14.16279269,106.1295505,39.19261665,131.5225602,66.06075884,0.350025637,1.141514271,100.7734575,6.642454281,43.88266963,24.33866104,171.7287875,185.1157823,214.6101854,0,0,33.24431818,18.55481462,25.8995664,0
Animal,Silk,Pink Silk,"Pink Silk 15 i=4, j= 4","Pink Silk 15 i=4, j= 4 Mask 0.jpg",104.6358326,2.239480272,15.09059483,105.4553582,36.43652402,130.0866611,68.05972106,0.383955179,1.079866492,102.3665514,6.631898915,53.3813327,42.63848195,170.8553039,185.6420739,221.7984505,9,0.001072706,23.56460674,41.69597101,32.63028888,1
Animal,Silk,Pink Silk,"Pink Silk 15 i=6, j= 4","Pink Silk 15 i=6, j= 4 Mask 1.jpg",105.8322466,3.103023118,23.07326615,108.759099,40.50112626,129.6084173,70.04125667,0.710847659,4.960758743,103.8344991,13.25311203,48.8974511,72.97653413,163.5337838,175.269322,197.6683262,0,0,33.58110413,37.71730225,35.64920319,1
Animal,Silk,Pink Silk,"Pink Silk 16 i=2, j= 4","Pink Silk 16 i=2, j= 4 Mask 1.jpg",102.4063661,1.598909004,8.519242297,105.3547536,38.88970147,133.8992327,57.57367222,0.14248891,0.391859489,97.71340367,3.329396955,25.65285937,38.10868696,157.0165438,170.4186897,180.9899898,5,0.000299706,31.85158194,52.70127973,42.27643083,1
Animal,Silk,Pink Silk,"Pink Silk 16 i=3, j= 4","Pink Silk 16 i=3, j= 4 Mask 0.jpg",105.2706908,2.156505419,15.21147908,108.0292426,39.5961131,129.6005328,67.27081189,0.326996428,1.02712357,104.5450142,6.564267119,44.10934189,60.30091652,163.3295193,176.2584453,195.0263954,0,0,65.28216843,63.65594373,64.46905608,1
Animal,Silk,Pink Silk,"Pink Silk 16 i=4, j= 5","Pink Silk 16 i=4, j= 5 Mask 1.jpg",103.3865277,1.951301305,12.66734709,106.7042356,38.91514179,130.4008165,62.71167165,0.253991398,0.755194284,99.60990012,5.155646278,38.27294598,76.86388475,151.4979589,156.7872868,169.2326141,4,0.000291588,19.86826255,29.24733475,24.55779865,0
Animal,Silk,Pink Silk,"Pink Silk 16 i=7, j= 2","Pink Silk 16 i=7, j= 2 Mask 1.jpg",107.5605936,3.371805441,32.21145919,112.1580379,40.53660346,123.7589448,78.79843364,0.785490519,3.337098104,109.771723,16.8653751,68.69291014,62.46994553,158.2299893,170.4720963,188.2840656,2,0.000164867,32.96195652,23.96007463,28.46101557,0
Animal,Silk,Pink Silk,"Pink Silk 17 i=2, j= 2","Pink Silk 17 i=2, j= 2 Mask 0.jpg",91.5588437,0.858500735,3.313963743,100.8393925,41.02851543,133.2647722,46.78010779,0.063302303,0.151690348,79.33640372,1.325036747,9.200391965,52.85670556,162.2916912,176.005389,195.904272,14,0.001371742,22.27636321,21.66666667,21.97151494,0
Animal,Silk,Pink Silk,"Pink Silk 17 i=3, j= 5","Pink Silk 17 i=3, j= 5 Mask 4.jpg",103.714148,1.594239576,7.245239817,100.571463,33.14232345,134.1887202,56.33682815,0.114967462,0.274765004,98.10339841,2.638949144,21.71812485,28.79297123,153.9225208,160.593445,169.1284492,39,0.004699361,28.81435078,22.01061008,25.41248043,0
Animal,Silk,Pink Silk,"Pink Silk 17 i=4, j= 5","Pink Silk 17 i=4, j= 5 Mask 1.jpg",108.4660257,2.754456087,20.44614886,109.3758237,38.31770552,130.3372583,75.92384142,0.468186237,1.393323971,111.7889165,8.760505563,70.04774765,77.14406605,184.5396414,206.7609635,225.0647008,23,0.002484338,24.68533333,18.29387915,21.48960624,0
Animal,Silk,Pink Silk,"Pink Silk 17 i=5, j= 5","Pink Silk 17 i=5, j= 5 Mask 0.jpg",107.0222792,3.289187517,30.19096455,108.9578287,37.69790469,121.8042613,77.77950667,0.656352223,2.388559809,109.8821501,14.05437185,71.0752365,60.37590746,183.1504597,198.8801273,214.6995226,0,0,30.81975748,21.70399732,26.2618774,0
Animal,Silk,Pink Silk,"Pink Silk 18 i=6, j= 2","Pink Silk 18 i=6, j= 2 Mask 2.jpg",97.66093423,1.072042761,4.316407158,101.4930281,38.98501046,134.1491982,46.20683244,0.048105973,0.12502905,84.75819196,1.440855217,10.36672089,58.9028157,170.3181132,188.2039038,212.8197978,29,0.003369351,19.46116988,22.00929226,20.73523107,1
Animal,Silk,Pink Silk,"Pink Silk 18 i=6, j= 3","Pink Silk 18 i=6, j= 3 Mask 0.jpg",97.42330827,1.034156821,3.857572503,100.3040816,37.44414608,135.1176155,43.37465091,0.038668099,0.092481203,83.45059076,1.24027927,8.166272825,53.4978788,174.1998711,193.5292665,218.6450435,9,0.000966599,35.53435115,48.74503968,42.13969541,0
Animal,Silk,Pink Silk,"Pink Silk 19 i=2, j= 2","Pink Silk 19 i=2, j= 2 Mask 1.jpg",100.869659,1.749247743,10.28686058,103.5062688,37.45341023,130.8322969,60.7109328,0.221414243,0.620060181,96.98570712,4.319307924,33.40150451,74.10668506,152.4363372,165.1057118,184.0717617,22,0.001103255,16.97741348,38.12619503,27.55180426,0
Animal,Silk,Pink Silk,"Pink Silk 19 i=2, j= 3","Pink Silk 19 i=2, j= 3 Mask 4.jpg",101.6002623,2.012156223,13.56871988,105.2660547,38.4278778,130.7607031,64.13024525,0.311950666,0.997377375,99.01648001,6.159554862,42.04263538,64.30051625,155.0246305,168.4067406,191.5862778,26,0.00092143,15.15260587,25.15391739,20.15326163,1
Animal,Silk,Pink Silk,"Pink Silk 19 i=3, j= 4","Pink Silk 19 i=3, j= 4 Mask 0.jpg",101.1364687,1.676309483,9.765106128,105.9304177,40.18401232,130.5828483,60.89147552,0.21229887,0.585672715,97.36485793,4.070908935,33.3258302,62.17674424,160.8339253,172.4099876,195.4668578,37,0.001583294,24.90852619,30.51922186,27.71387402,1
Animal,Silk,Pink Silk,"Pink Silk 19 i=3, j= 5","Pink Silk 19 i=3, j= 5 Mask 2.jpg",104.1987138,1.837758383,10.94423519,105.8293064,37.88470372,132.5795131,62.41451539,0.202756086,0.558383096,100.7837391,4.289205328,32.53284336,69.33874715,141.0788168,146.8057138,157.6974095,10,0.000918611,37.69646737,46.92275022,42.3096088,1
Animal,Silk,Pink Silk,"Pink Silk 19 i=4, j= 4","Pink Silk 19 i=4, j= 4 Mask 3.jpg",100.0575958,1.191113374,4.563886263,99.98618282,35.24078249,135.6915861,48.45262163,0.051487165,0.127845248,89.31379536,1.534361137,10.27394371,45.89000477,171.3102094,187.4259744,214.3441681,24,0.001745201,21.692776,28.94947368,25.32112484,1
Animal,Silk,Pink Silk,"Pink Silk 19 i=4, j= 4","Pink Silk 19 i=4, j= 4 Mask 4.jpg",104.0485063,1.704902675,9.063183096,101.5214947,35.63495368,130.8960133,57.7429999,0.166961591,0.428229416,97.07536172,3.411678984,28.12501301,80.64770892,162.7648834,172.649771,202.9079933,24,0.002497918,8.93817275,20.26793249,14.60305262,1
Animal,Silk,Pink Silk,"Pink Silk 19 i=5, j= 2","Pink Silk 19 i=5, j= 2 Mask 2.jpg",101.7849404,1.539345518,7.493378571,100.2123235,35.30557076,128.8183211,55.05811536,0.12093685,0.29495458,92.9776732,2.706796542,23.15158148,59.99481344,171.3204202,189.5735391,218.5517619,0,0,32.59255615,29.94384569,31.26820092,0
Animal,Silk,Pink Silk,"Pink Silk 19 i=7, j= 3","Pink Silk 19 i=7, j= 3 Mask 3.jpg",96.74991802,0.991365177,3.840419718,103.4799432,41.01322549,133.9632747,48.24789594,0.044267133,0.120778227,84.87058695,1.329107006,9.040878785,59.60267345,156.5510383,170.2880874,190.995847,1,0.00010929,18.93600262,23.22081218,21.0784074,0
Animal,Silk,Pink Silk,"Pink Silk 20 i=2, j= 2","Pink Silk 20 i=2, j= 2 Mask 1.jpg",100.9288538,1.23965051,5.099299632,103.3182858,37.85098121,135.9456348,50.66007905,0.055890715,0.147909299,92.35593926,1.77726926,11.89230983,73.54981517,139.8284565,155.4771183,169.6815976,19,0.001317432,38.05127719,36.36085137,37.20606428,1
Animal,Silk,Pink Silk,"Pink Silk 20 i=3, j= 4","Pink Silk 20 i=3, j= 4 Mask 3.jpg",101.3780389,1.184359806,4.381584279,100.977816,35.60615883,135.7501013,49.27572934,0.038897893,0.099777147,92.06027147,1.463128039,8.795583468,27.02388095,157.2170566,174.2867416,193.0131672,55,0.005570749,27.73033708,22.63735956,25.18384832,1
Animal,Silk,Pink Silk,"Pink Silk 20 i=7, j= 2","Pink Silk 20 i=7, j= 2 Mask 1.jpg",103.451141,1.486566066,6.433566434,102.2268127,35.64786529,135.3090725,57.05502392,0.091369157,0.228284873,99.22396025,2.318733898,18.30336768,77.44584711,146.2637777,162.4968258,173.2626737,0,0,31.17775979,53.00179153,42.08977566,1
Animal,Silk,Pink Silk,"Pink Silk 20 i=7, j= 3","Pink Silk 20 i=7, j= 3 Mask 0.jpg",105.8835101,1.682047585,7.923061077,102.3358739,35.41971367,133.4009682,59.00494387,0.121330724,0.290864147,100.9550932,2.84519518,24.19765166,88.72030102,152.2831102,167.5589083,179.9653965,0,0,23.40577138,57.57933122,40.4925513,1
Animal,Silk,Pink Silk,"Pink Silk 21 i=2, j= 3","Pink Silk 21 i=2, j= 3 Mask 0.jpg",107.9673836,2.41854725,15.98563117,107.1437764,35.18608956,129.8921897,70.42639281,0.315761636,0.873589563,108.4919781,6.363540197,52.8729725,35.91959119,149.5472896,165.5484354,183.0802115,0,0,35.16038231,50.57600359,42.86819295,1
Animal,Silk,Pink Silk,"Pink Silk 21 i=3, j= 4","Pink Silk 21 i=3, j= 4 Mask 5.jpg",105.1134932,2.057352229,12.91908915,108.0350048,39.06825339,132.2890019,65.76659399,0.260174419,0.705062984,104.13578,5.203488372,42.89086725,52.51321903,149.0454793,162.8664083,180.4509175,0,0,39.52037902,44.57234521,42.04636211,0
Animal,Silk,Pink Silk,"Pink Silk 22 i=3, j= 4","Pink Silk 22 i=3, j= 4 Mask 1.jpg",105.0873526,1.998617324,11.24603497,106.2088654,37.06108174,132.1524197,63.90825539,0.23692558,0.879788532,102.993412,4.799186661,36.13843026,33.21339369,148.1325634,166.1422414,185.2625244,0,0,33.77747253,29.47473991,31.62610622,1
Animal,Silk,Pink Silk,"Pink Silk 22 i=6, j= 4","Pink Silk 22 i=6, j= 4 Mask 0.jpg",106.7982357,2.71373661,18.47032136,107.0493384,37.48575929,132.5362949,67.6389414,0.479080025,3.078386894,105.7199748,9.311720227,42.08248267,61.69356738,150.2691072,167.1012539,182.3582005,0,0,57.91814929,36.33134708,47.12474819,0
Animal,Silk,Pink Silk,"Pink Silk 23 i=2, j= 4","Pink Silk 23 i=2, j= 4 Mask 0.jpg",102.1882017,1.383857905,6.061384134,101.6663906,36.48766796,131.6020615,53.49788331,0.085496043,0.20808025,93.79863795,2.147432358,16.5506166,35.45245553,153.6951321,167.2510352,181.8103432,2,0.000184043,45.84810127,25.50704225,35.67757176,1
Animal,Silk,Pink Silk,"Pink Silk 23 i=5, j= 1","Pink Silk 23 i=5, j= 1 Mask 7.jpg",97.84329971,1.205451489,5.720341018,105.0384246,41.20965418,134.4610951,51.30331412,0.093179635,0.236911623,88.85662824,2.153458213,17.88268492,57.59953686,148.8887021,164.1222236,186.3718334,32,0.003841998,38.02739726,28.90076176,33.46407951,0
Animal,Silk,Pink Silk,"Pink Silk 24 i=2, j= 1","Pink Silk 24 i=2, j= 1 Mask 0.jpg",101.9788066,1.341491106,5.665447206,101.6609058,35.23363189,136.1912451,50.31197174,0.058407973,0.157815062,92.721206,1.865775199,13.70026492,8.132944561,160.018668,178.099773,193.0003784,0,0,23.75966429,25.57908776,24.66937602,0
Animal,Silk,Pink Silk,"Pink Silk 24 i=2, j= 3","Pink Silk 24 i=2, j= 3 Mask 0.jpg",104.2329117,2.069745851,13.58512243,105.3336428,37.18498317,130.1134966,64.7717303,0.2981316,0.827782291,100.105141,5.528838343,49.25565742,45.11363987,166.1405198,184.6291483,205.6916918,3,0.000348109,24.40993685,23.28432301,23.84712993,1
Animal,Silk,Pink Silk,"Pink Silk 24 i=2, j= 3","Pink Silk 24 i=2, j= 3 Mask 1.jpg",101.2969116,1.743876464,10.61586794,103.3122471,38.36783813,131.4697551,60.86517572,0.255271565,0.769648562,97.01299255,4.804685836,36.16421725,85.19793666,156.0465339,170.1620701,190.1684592,9,0.000958364,28.52784638,20.41304348,24.47044493,1
Animal,Silk,Pink Silk,"Pink Silk 24 i=2, j= 5","Pink Silk 24 i=2, j= 5 Mask 2.jpg",104.830199,1.914709325,11.04689817,102.7264924,33.4248927,131.6287163,61.52243465,0.212485369,0.592586812,101.4618806,4.359422552,34.4362856,71.77780616,144.1637797,151.3024345,158.1032303,3,0.000234082,12.31514135,27.44111349,19.87812742,1
Animal,Silk,Pink Silk,"Pink Silk 24 i=3, j= 4","Pink Silk 24 i=3, j= 4 Mask 3.jpg",100.1604993,1.584150691,8.515492644,104.7503344,39.24375836,133.773852,56.96511369,0.147124387,0.381520285,94.68580027,3.170419082,29.92197949,34.55903641,172.2343698,190.6964226,215.7892567,0,0,32.92474555,31.64691115,32.28582835,1
Animal,Silk,Pink Silk,"Pink Silk 24 i=5, j= 2","Pink Silk 24 i=5, j= 2 Mask 2.jpg",104.341235,1.892211254,11.393256,104.2901506,36.79695944,132.5938468,61.38043087,0.218243389,0.597161179,97.47575474,4.423301391,38.76259096,71.42245885,173.1048271,190.1416427,220.9990634,24,0.001729107,29.75286384,23.64701463,26.69993923,0
Animal,Silk,Pink Silk,"Pink Silk 24 i=7, j= 2","Pink Silk 24 i=7, j= 2 Mask 0.jpg",98.1344423,1.393362263,7.425104468,104.7210704,40.42494375,132.240839,53.23778528,0.128495661,0.318386371,88.2765188,2.699774992,25.49140148,57.28017711,161.3480112,172.3622338,199.6324628,15,0.001205303,27.96256962,31.99436783,29.97846873,0
Animal,Silk,Pink Silk,"Pink Silk 24 i=7, j= 3","Pink Silk 24 i=7, j= 3 Mask 1.jpg",103.068726,1.888320234,11.69173826,105.0124292,38.7915372,130.0279656,61.9230488,0.248492049,0.660482544,97.37826723,4.689179309,41.19795284,62.83410767,166.145938,178.6842731,210.722471,5,0.000456913,30.06043956,27.78713984,28.9237897,1
Animal,Silk,Pink Silk,"Pink Silk 25 i=2, j= 4","Pink Silk 25 i=2, j= 4 Mask 1.jpg",102.3828832,1.199934917,4.378132118,102.7656362,36.47959649,136.7887406,50.1961601,0.036967133,0.103481939,93.97370648,1.485128539,9.072437358,45.18486395,148.7212677,163.3423142,178.3101002,77,0.005011063,34.93757889,47.95715672,41.44736781,1
Animal,Silk,Pink Silk,"Pink Silk 25 i=4, j= 2","Pink Silk 25 i=4, j= 2 Mask 0.jpg",97.49664637,1.049117738,3.978846352,103.3825199,40.36673202,135.1114436,46.571974,0.039933959,0.105768239,86.57930038,1.376741306,9.1987411,30.26954143,168.8333677,191.8595749,217.388052,0,0,29.08853052,31.19138765,30.13995908,0
Animal,Silk,Pink Silk,"Pink Silk 26 i=3, j= 2","Pink Silk 26 i=3, j= 2 Mask 3.jpg",105.6650729,1.753002915,8.586122449,102.3850729,34.73364431,133.2511953,58.48314869,0.112536443,0.277317784,101.0712536,2.908688047,26.26623907,65.96882882,157.3197295,175.3260261,199.6103078,0,0,28.91412274,31.57162086,30.2428718,1
Animal,Silk,Pink Silk,"Pink Silk 26 i=4, j= 1","Pink Silk 26 i=4, j= 1 Mask 4.jpg",104.7923408,2.10266558,13.15912001,105.0260738,35.82458387,131.3107904,63.89570481,0.26446281,0.712722617,102.8440228,5.083808637,41.82784309,21.04223687,157.5392225,170.6311685,203.0952048,0,0,24.06442577,34.82098304,29.4427044,1
Animal,Silk,Pink Silk,"Pink Silk 26 i=5, j= 5","Pink Silk 26 i=5, j= 5 Mask 2.jpg",106.0690636,2.317083079,16.35029454,105.366951,36.06093845,130.045196,67.90645948,0.373044891,1.140869389,105.3554743,7.076071501,49.7126752,71.02279617,149.4757794,156.9905555,176.3084188,0,0,36.76160368,21.03846154,28.90003261,1
Animal,Silk,Pink Silk,"Pink Silk 26 i=6, j= 2","Pink Silk 26 i=6, j= 2 Mask 2.jpg",105.3565321,2.005368861,12.68502684,106.1085703,36.93378405,130.7615828,64.33525552,0.268940147,0.719626168,101.1513223,5.125571684,42.16384967,83.03288308,158.2863108,173.3017199,199.5943931,3,0.00029824,31.09801354,18.2124226,24.65521807,1
Animal,Silk,Pink Silk,"Pink Silk 26 i=6, j= 4","Pink Silk 26 i=6, j= 4 Mask 0.jpg",109.4230669,2.663282131,19.23630999,105.6086089,34.06855854,128.9009806,72.43998959,0.456304782,1.51497006,110.4424195,8.830078972,55.50325436,81.33673356,164.8418084,178.9238112,199.0442555,0,0,18.53709248,25.05,21.79354624,1
Animal,Silk,Pink Silk,"Pink Silk 26 i=7, j= 2","Pink Silk 26 i=7, j= 2 Mask 1.jpg",108.6929755,2.786715514,21.69480726,108.3389615,35.25063715,127.092625,75.35321759,0.503106085,1.612456196,110.0610067,9.711771265,64.15546352,45.38631746,152.7406228,165.3875926,188.5690053,2,0.000159274,21.35101576,23.27125604,22.3111359,1
Animal,Silk,Pink Silk,"Pink Silk 26 i=7, j= 3","Pink Silk 26 i=7, j= 3 Mask 0.jpg",108.5933232,2.64491654,19.43943587,106.1838793,34.69981255,129.3601714,73.19753637,0.437739891,1.373739177,109.4063197,8.691600464,58.01606712,105.104784,149.0083899,159.6951981,181.1421814,0,0,51.71011395,24.56798246,38.1390482,1
